id,name,slug,address,province,school_type,category,age_range,tuition_min,tuition_max,tuition_unit,rating,review_count,phone,email,website,kiddihub_url,avatar_lg,banner_lg
3e42fa00-3531-4e92-b6e6-38ee7068f14b,Hệ Thống Giáo Dục Little Stars - Long Bình,he-thong-giao-duc-little-stars-long-binh,"M5-42 Manhattan Glory, Phường Long Bình, Thành phố Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,12 tháng - 6 tuổi,4500000,4800000,tháng,5.0,21,0979043610,,https://www.facebook.com/SaigonPearl.Campus,https://kiddihub.com/truong/he-thong-giao-duc-little-stars-long-binh,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-he-thong-giao-duc-little-stars-long-binh-vG4KvbNHZvlDU5C7.jpg,https://static.kiddihub.com/1/he-thong-giao-duc-little-stars-long-binh-6G5UUiSQZkAUF7dd.png
a1274919-28bb-4ad9-8e93-976ec7cd654f,Hệ thống Ivy School - cơ sở SuperKids Hoàng Văn Thụ,truong-mam-non-quoc-te-superkids-phuong-7,"245/16 Hoàng Văn Thụ, Phường 1, Quận Tân Bình, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 72 tháng,6000000,7900000,tháng,4.23,6,02838989098,,https://www.vas.edu.vn/,https://kiddihub.com/truong/truong-mam-non-quoc-te-superkids-phuong-7,https://static.kiddihub.com/images/truong-mam-non-quoc-te-superkids-phuong-701592278100.jpg,https://static.kiddihub.com/images/6jkPu0pN3BNSU3JE-lg-banner-truong-mam-non-quoc-te-superkids-phuong-7.jpeg
89cb4acc-9248-48b6-830c-a905bd7764fd,Hệ thống Mầm Non Á Châu CS3 - Bình Tân,he-thong-mam-non-a-chau-cs3-binh-tan,"57 Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,12 tháng - 5 tuổi,0,0,tháng,,0,0963934557,,,https://kiddihub.com/truong/he-thong-mam-non-a-chau-cs3-binh-tan,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-he-thong-mam-non-a-chau-cs3-binh-tan-00Pw8ub1iPFi9FKE.jpg,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/he-thong-mam-non-a-chau-cs3-binh-tan-7wepArn9DoduC0tb.jpg
bf876235-0d0e-4172-b47e-e0bf1e89e78d,Hệ Thống Mầm Non BAY - BAY Preschool - Bình Thạnh,he-thong-mam-non-bay-bay-preschool-binh-thanh,"Số 245F, Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,8200000,12300000,tháng,5.0,9,02822125219,,https://www.facebook.com/theBAYpreschool?mibextid=LQQJ4d,https://kiddihub.com/truong/he-thong-mam-non-bay-bay-preschool-binh-thanh,https://static.kiddihub.com/1/avatar-he-thong-mam-non-bay-bay-preschool-binh-thanh-yhvYUG5yQHG8DVTf.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-bay-bay-preschool-binh-thanh-6xyCDqNIFIpUIJmj.jpg
fd03e416-f8e2-4896-83c9-4a25bdba2e83,Hệ Thống Mầm Non BAY - BAY Preschool - Tân Phú 1,truong-mam-non-bay-tan-thanh,"CS1: 875 Lũy Bán Bích, phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,8200000,12300000,tháng,4.94,7,02822535517,,http://www.baypreschool.edu.vn/,https://kiddihub.com/truong/truong-mam-non-bay-tan-thanh,https://static.kiddihub.com/images/avatar-truong-mam-non-bay-tan-thanh11564109642.jpg,https://static.kiddihub.com/1/truong-mam-non-bay-tan-thanh-mp82o84Q4B6q2mMe.jpg
68b23e80-949b-4496-99f3-05460e80673b,Hệ thống Mầm Non Hoàng Anh - Phước Kiển,he-thong-mam-non-hoang-anh-phuoc-kien,"Số 30, Khu dân cư Phước Kiển, Đường số 4, Xã Phước Khiển, Huyện Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,6 tháng - 6 tuổi,2800000,7000000,tháng,4.97,46,0947126272,,,https://kiddihub.com/truong/he-thong-mam-non-hoang-anh-phuoc-kien,https://static.kiddihub.com/1/avatar-truong-mam-non-hoang-anh-cs1-phuoc-kien-uYy8EUjxl9h2mw1s.jpeg,https://static.kiddihub.com/images/jh0Z8Z05AIytoHfg-lg-banner-he-thong-mam-non-hoang-anh-phuoc-kien.jpeg
58f4e6ac-9643-4e5b-a6a2-c037b1fdb938,Hệ Thống Mầm Non MindX Preschool - CN CityLand Gò Vấp,truong-mam-non-kokoro-cityland-park-hills,"57-59 Đường số 3, CityLand Park Hills, phường 10, Quận Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,4200000,9500000,tháng,4.97,50,0339002188,,https://www.mindxpreschool.edu.vn/,https://kiddihub.com/truong/truong-mam-non-kokoro-cityland-park-hills,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-truong-mam-non-kokoro-cityland-park-hills-xqlRwCeRc9CKUKs6.jpg,https://static.kiddihub.com/1/truong-mam-non-kokoro-cityland-park-hills-fXrKDxhc8bKQq3Ou.jpg
8d9dbc9d-6965-42d7-bf60-e8e1d7835a5a,Hệ Thống Mầm Non MindX Preschool - CN Mizuki Bình Chánh,truong-mam-non-song-ngu-sungarden-montessori-binh-hung,"13-15 Đường số 1, Khu dân cư Dương Hồng, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,4800000,4800000,tháng,4.98,50,0969469485,,https://www.mindxpreschool.edu.vn/,https://kiddihub.com/truong/truong-mam-non-song-ngu-sungarden-montessori-binh-hung,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-truong-mam-non-song-ngu-sungarden-montessori-binh-hung-qzWz87dwoZzCAecU.jpg,https://static.kiddihub.com/1/truong-mam-non-song-ngu-sungarden-montessori-binh-hung-GOIBj97oizOciUON.jpg
5c5836c7-656d-44ad-910f-134400df031c,Hệ Thống Mầm Non MindX Preschool - CN Nguyễn Duy Trinh Quận 2,truong-mam-non-redbean-campus-7,"Tầng 1,2 Chung cư La Astoria 1, 383 Nguyễn Duy Trinh, phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,4500000,6000000,tháng,5.0,50,0966936733,,https://www.mindxpreschool.edu.vn/,https://kiddihub.com/truong/truong-mam-non-redbean-campus-7,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-truong-mam-non-redbean-campus-7-sBv8NcLbFvGG2L8K.jpg,https://static.kiddihub.com/1/truong-mam-non-redbean-campus-7-qFXyO3hER9wbzsoB.jpg
b5fc5c86-0a39-431c-b96c-fdafc35f0135,Hệ Thống Mầm Non MindX Preschool - CN Nguyễn Văn Tăng,truong-mam-non-superkids-superkids-montessori-kindergarten-long-thanh-my-thu-duc,"131 Nguyễn Văn Tăng, Long Thạnh Mỹ, phường Long Thạnh Mỹ, Thành phố Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,5000000,6000000,tháng,4.96,70,0984892086,,https://www.mindxpreschool.edu.vn/,https://kiddihub.com/truong/truong-mam-non-superkids-superkids-montessori-kindergarten-long-thanh-my-thu-duc,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-truong-mam-non-superkids-superkids-montessori-kindergarten-long-thanh-my-thu-duc-7t7vTCVfUY29InGX.jpg,https://static.kiddihub.com/1/truong-mam-non-superkids-superkids-montessori-kindergarten-long-thanh-my-thu-duc-rl7g32WPppsCGx3q.jpg
a5b85fa5-d5aa-4e7b-9c70-2827ce837ad5,Hệ Thống Mầm Non MindX Preschool - CN Tên Lửa,truong-mam-non-song-ngu-cua-so-vang-golden-window-kids-binh-tri-dong-b,"12-14 Đường số 34, Bình Trị Đông B, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,9 tháng - 6 tuổi,7000000,10000000,tháng,5.0,65,0961001967,,https://www.mindxpreschool.edu.vn/,https://kiddihub.com/truong/truong-mam-non-song-ngu-cua-so-vang-golden-window-kids-binh-tri-dong-b,https://s3.ap-southeast-1.amazonaws.com/kiddihub-prod/1/avatar-truong-mam-non-song-ngu-cua-so-vang-golden-window-kids-binh-tri-dong-b-t6QZmPT7IXwHnrNt.jpg,https://static.kiddihub.com/1/truong-mam-non-song-ngu-cua-so-vang-golden-window-kids-binh-tri-dong-b-rhiaMr0AA0eCLjhH.jpg
76973719-eb51-4583-8c83-7730db38b4a0,Hệ Thống Mầm Non Naby Montessori - Hóc Môn,mam-non-doc-lap-ngoi-nha-mat-troi-naby-montessori-hoc-mon,"180/3A, Song Hành, Trung Chánh, Huyện Hóc Môn, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,9 tháng - 6 tuổi,2960000,8000000,tháng,4.94,20,,,,https://kiddihub.com/truong/mam-non-doc-lap-ngoi-nha-mat-troi-naby-montessori-hoc-mon,https://static.kiddihub.com/1/avatar-mam-non-doc-lap-ngoi-nha-mat-troi-naby-montessori-hoc-mon-unUQAMnBht10oVvu.png,https://static.kiddihub.com/1/mam-non-doc-lap-ngoi-nha-mat-troi-naby-montessori-hoc-mon-fuqZWYdCWIoRB2wi.jpeg
783235d5-775a-4fda-9787-debebeb3d36d,Hệ thống Mầm non Quốc tế Global Ecokids - Hà Đô Centrosa,he-thong-mam-non-quoc-te-global-ecokids-ha-do-centrosa,"Số 200, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,18 tuổi - 5 tuổi,0,0,tháng,,0,0862584777,,https://globalecokids.edu.vn/vi/,https://kiddihub.com/truong/he-thong-mam-non-quoc-te-global-ecokids-ha-do-centrosa,https://static.kiddihub.com/1/avatar-he-thong-mam-non-quoc-te-global-ecokids-ha-do-centrosa-q9BIPt8I2vFOPifY.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-quoc-te-global-ecokids-ha-do-centrosa-gU2KqzDffD0BgRXy.jpeg
3ab48a0a-108e-4aa6-89c4-6dcd75d1bd2e,Hệ thống Mầm non Rồng Con (Little Dragons Kindergarten) - Khu dân cư Nam Long,he-thong-mam-non-rong-con-little-dragons-kindergarten-tran-trong-cung,"Số 2 Đường số 9, Khu dân cư Nam Long, phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,3500000,5800000,tháng,5.0,33,0886466366,,https://littledragons.edu.vn/,https://kiddihub.com/truong/he-thong-mam-non-rong-con-little-dragons-kindergarten-tran-trong-cung,https://static.kiddihub.com/1/avatar-he-thong-mam-non-rong-con-little-dragons-kindergarten-nam-long-4wt6hLzkHElYRkxA.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-rong-con-little-dragons-kindergarten-tran-trong-cung-7G7WVmxhqNkr4qZo.jpg
14618d45-638c-4e26-b740-829261fc696b,Hệ thống Mầm non Rồng Con (Little Dragons Kindergarten) - Tân Quý,he-thong-mam-non-rong-con-little-dragons-kindergarten-tan-quy,"88-90 Đường Tân Quý (Phường Phú Thọ Hoà, TP. HCM), phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,3500000,5800000,tháng,5.0,23,0907885349,,https://littledragons.edu.vn/,https://kiddihub.com/truong/he-thong-mam-non-rong-con-little-dragons-kindergarten-tan-quy,https://static.kiddihub.com/1/avatar-he-thong-mam-non-rong-con-little-dragons-kindergarten-nam-long-4wt6hLzkHElYRkxA.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-rong-con-little-dragons-kindergarten-tan-quy-hwrA53Tu37SYLJu1.jpg
e40d514d-3b5a-4563-ae11-b03ed7ffa32d,Hệ thống mầm non song ngữ Kids'kingdom (Campus 2) - Tân Xuân,he-thong-mam-non-song-ngu-kidskingdom-campus-2-tan-xuan,"1/138A Ấp Đình, xã Tân Xuân, Huyện Hóc Môn, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,18 tháng - 6 tháng,4900000,4900000,tháng,,0,0935051105,,http://kidskingdom.edu.vn/,https://kiddihub.com/truong/he-thong-mam-non-song-ngu-kidskingdom-campus-2-tan-xuan,https://static.kiddihub.com/images/01622446071.jpg,https://static.kiddihub.com/images/01622446071.jpg
832a3570-5aa9-4d9b-84cd-86b7dbbc28e7,"Hệ Thống Mầm Non Song ngữ Phương Minh Campus 1 - Khu biệt thự Hà Đô, Thới An",he-thong-mam-non-song-ngu-phuong-minh-campus-1-khu-biet-thu-ha-do-thoi-an,"Biệt thự 02, Khu Biệt thự Hà Đô, Thới An, phường Thới An, Quận 12, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,12 tháng - 6 tuổi,2500000,2500000,tháng,,0,0967998238,,http://globalstar.edu.vn/,https://kiddihub.com/truong/he-thong-mam-non-song-ngu-phuong-minh-campus-1-khu-biet-thu-ha-do-thoi-an,https://static.kiddihub.com/1/avatar-he-thong-mam-non-song-ngu-phuong-minh-campus-1-khu-biet-thu-ha-do-thoi-an-vEz4oVXQLc2ajreh.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-song-ngu-phuong-minh-campus-1-khu-biet-thu-ha-do-thoi-an-0kdBgF7m01Qifweh.jpeg
4b9d8ca1-065d-4707-bc49-fcd958f3ccaa,Hệ Thống Mầm Non Song ngữ Phương Minh Campus 2 - Phú Thạnh,he-thong-mam-non-song-ngu-phuong-minh-campus-2-phu-thanh,"Số 212/45 THOẠI NGỌC HẦU, phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,12 tháng - 5 tuổi,2500000,2500000,tháng,,0,0936889238,,http://globalstar.edu.vn/,https://kiddihub.com/truong/he-thong-mam-non-song-ngu-phuong-minh-campus-2-phu-thanh,https://static.kiddihub.com/1/avatar-he-thong-mam-non-song-ngu-phuong-minh-campus-1-khu-biet-thu-ha-do-thoi-an-vEz4oVXQLc2ajreh.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-song-ngu-phuong-minh-campus-2-phu-thanh-dLc0zOgziLVub3LQ.jpeg
52e515ce-2c06-43db-a12e-1779849c00b7,Hệ Thống Mầm Non Song ngữ Phương Minh Campus 3 - Thới An,he-thong-mam-non-song-ngu-phuong-minh-campus-3-thoi-an,"Biệt thự 03, Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,12 tháng - 5 tuổi,2500000,2500000,tháng,,0,0967998238,,http://globalstar.edu.vn/,https://kiddihub.com/truong/he-thong-mam-non-song-ngu-phuong-minh-campus-3-thoi-an,https://static.kiddihub.com/1/avatar-he-thong-mam-non-song-ngu-phuong-minh-campus-1-khu-biet-thu-ha-do-thoi-an-vEz4oVXQLc2ajreh.jpeg,https://static.kiddihub.com/1/he-thong-mam-non-song-ngu-phuong-minh-campus-3-thoi-an-8H7wXQIpuNFUMYt8.jpeg
42bcc18a-8419-48d6-a7e7-0f8640fdaec7,Hệ Thống Mầm Non Song Ngữ Redbean - Mầm Non Khanh Minh - Tân Hưng Thuận,truong-mam-non-khanh-minh-tan-hung-thuan,"Số 56, 65, Đường Đông Hưng Thuận, Khu Phố 2, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,15 tháng - 6 tuổi,4000000,6000000,tháng,4.94,22,0933332993,,,https://kiddihub.com/truong/truong-mam-non-khanh-minh-tan-hung-thuan,https://static.kiddihub.com/1/avatar-truong-mam-non-khanh-minh-tan-hung-thuan-9TUcVmT3OyBRudlM.jpeg,https://static.kiddihub.com/images/Zlw9zjfTJjqJluxl-lg-banner-truong-mam-non-khanh-minh-tan-hung-thuan.jpeg
9be22354-b128-4047-861f-7570d76d2682,Hệ Thống Trường Mầm Non - Tiểu Học ICS- Bình Trưng Đông,he-thong-truong-mam-non-tieu-hoc-ics-binh-trung-dong,"Số 915, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",Hồ Chí Minh,3,mam-non,18 tháng - 6 tháng,9500000,9500000,tháng,1.0,0,0979604455,,http://icanschool.edu.vn/vn,https://kiddihub.com/truong/he-thong-truong-mam-non-tieu-hoc-ics-binh-trung-dong,https://static.kiddihub.com/images/avatar-he-thong-truong-mam-non-tieu-hoc-ics-binh-trung-dong01585552316.png,https://static.kiddihub.com/images/VVuQQeHRzdu55dKu-lg-banner-he-thong-truong-mam-non-tieu-hoc-ics-binh-trung-dong.jpeg
02c13434-9bae-41a9-b53f-585d055fb4df,Hệ thống trường Mầm Non Angels House Preschool (Campus Tân Bình),truong-mam-non-angels-house-hoang-hoa-tham,"127/22 Hoàng Hoa Thám, P13, Quận Tân Bình, Hồ Chí Minh",Hồ Chí Minh,1,mam-non,14 tháng - 72 tháng,4200000,5700000,tháng,4.97,43,0812388339,,https://angelshouse.edu.vn/,https://kiddihub.com/truong/truong-mam-non-angels-house-hoang-hoa-tham,https://static.kiddihub.com/images/truong-mam-non-angels-house-hoang-hoa-tham1657529702-SE3id7sPN0@1657529702.jpg,https://static.kiddihub.com/images/bPTvlcHKpWouPK3e-lg-banner-truong-mam-non-angels-house-hoang-hoa-tham.jpeg
